Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
EL TORITO RESTAURANT,303 N RACE ST,GEORGETOWN,19947,11/04/2021,Routine,,,"303 N RACE ST
GEORGETOWN, DE 19947
(38.693916, -75.388513)"
ELLENDALE EXXON SHOP,18005 ELLENDALE-GREENWOOD HWY,ELLENDALE,19941,04/20/2021,Routine,,,
EMPIRE,2713 PULASKI HWY,NEWARK,19702,01/07/2021,Routine,,,"2713 PULASKI HWY
NEWARK, DE 19702
(39.603477, -75.758469)"
ENNIS SCHOOL CAFETERIA,20346 ENNIS RD,GEORGETOWN,19947,03/10/2020,Routine,,,"20346 ENNIS RD
GEORGETOWN, DE 19947
(38.69304, -75.409445)"
ENNIS SCHOOL CAFETERIA,20346 ENNIS RD,GEORGETOWN,19947,09/24/2021,Routine,,,"20346 ENNIS RD
GEORGETOWN, DE 19947
(38.69304, -75.409445)"
ESPINAL GROCERY INC,1 SOUTH HURRISON ST,WILMINGTON,19805,12/10/2020,Routine,,,"1 SOUTH HURRISON ST
WILMINGTON, DE 19805
(39.742615, -75.564733)"
ESPRESSO ! COFFEE BAR,1201 N MARKET ST,WILMINGTON,19801,06/21/2021,Routine,,,"1201 N MARKET ST
WILMINGTON, DE 19801
(39.74782, -75.546274)"
EVEREST DESI GROCERY,54 CARPENTER STATION RD,WILMINGTON,19810,11/30/2021,Routine,,,
EVERLASTING HOPE MINISTRIES MOBILE UNIT,4 HIGHLAND TERRACE,GEORGETOWN,19947,02/05/2020,Routine,,,"4 HIGHLAND TERRACE
GEORGETOWN, DE 19947
(38.696479, -75.389965)"
EVERY FIBER COFFEE CO,306 HIGH ST,SEAFORD,19973,03/04/2020,Routine,,,"306 HIGH ST
SEAFORD, DE 19973
(38.641069, -75.611857)"
EVERYDAY AGENDA LLC,3125 NEW CASTLE AVE,NEW CASTLE,19720,08/16/2021,Routine,,,"3125 NEW CASTLE AVE
NEW CASTLE, DE 19720
(39.709327, -75.549163)"
EXPRESS WINGS AND PIZZERIA 1 LLC,601 MARYLAND AVE,WILMINGTON,19805,12/11/2020,Routine,,,"601 MARYLAND AVE
WILMINGTON, DE 19805
(39.738197, -75.565157)"
EXXON SHOP OF REHOBOTH,19884 COASTAL HWY ONE,REHOBOTH BEACH,19971,01/13/2020,Routine,,,"19884 COASTAL HWY ONE
REHOBOTH BEACH, DE 19971
(38.715006, -75.107682)"
FAIR VIEW CAMPUS,TONY MARCHIO DRIVE,TOWNSEND,19734,08/07/2020,Routine,,,
FAIR VIEW CAMPUS HS/MS,TONY MARCHIO DRIVE,TOWNSEND,19734,08/07/2020,Routine,,,
FAIRFIELD INN & SUITES,19113 COASTAL HWY,REHOBOTH BEACH,19971,03/16/2020,Routine,,,"19113 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.727575, -75.128371)"
FAMOUS CHAPS PIT BEEF OF REHOBOTH,19791 COASTAL HWY,REHOBOTH BEACH,19971,03/11/2020,Routine,2-301.15,Where to Wash,"19791 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.71626, -75.10978)"
FAT DADDY BBQ & GRILL,13203 SEASHORE HWY,GEORGETOWN,19947,02/13/2020,Complaint,,,"13203 SEASHORE HWY
GEORGETOWN, DE 19947
(38.701894, -75.504801)"
FAT DADDY BBQ & GRILL,13203 SEASHORE HWY,GEORGETOWN,19947,04/22/2021,Routine,,,"13203 SEASHORE HWY
GEORGETOWN, DE 19947
(38.701894, -75.504801)"
FAT DADDY BBQ & GRILL,13203 SEASHORE HWY,GEORGETOWN,19947,11/04/2021,Routine,,,"13203 SEASHORE HWY
GEORGETOWN, DE 19947
(38.701894, -75.504801)"
FAT DADDY'S BBQ & GRILL/MOBILE UNIT,13203 SEASHORE HWY,GEORGETOWN,19947,04/22/2021,Routine,,,"13203 SEASHORE HWY
GEORGETOWN, DE 19947
(38.701894, -75.504801)"
FAT VINNY'S,1905 HWY ONE #5,DEWEY  BEACH,19971,07/07/2020,Routine,,,"1905 HWY ONE #5
DEWEY  BEACH, DE 19971
(38.695067, -75.075185)"
FAT VINNY'S FOOD TRUCK,32393 LEWES GEORGETOWN HWY,LEWES,19958,06/01/2021,Routine,,,"32393 LEWES GEORGETOWN HWY
LEWES, DE 19958
(38.745947, -75.180484)"
FEDERAL FRITTER,62A REHOBOTH AVE,REHOBOTH BEACH,19971,12/15/2020,Routine,,,"62A REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716437, -75.077089)"
FINGER LICKINN FOOD,2565 PULASKI HWY,NEWARK,19702,03/31/2021,Routine,,,"2565 PULASKI HWY
NEWARK, DE 19702
(39.60454, -75.752717)"
FINS ALE HOUSE,33544 MARKET PLACE,BETHANY BEACH,19930,05/24/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"33544 MARKET PLACE
BETHANY BEACH, DE 19930
(38.52735, -75.057602)"
FIONA'S FISH & CHIPS,28305 CHEROKEE AVE,MILLSBORO,19966,07/02/2020,Routine,,,"28305 CHEROKEE AVE
MILLSBORO, DE 19966
(38.599401, -75.183965)"
"FIRST STATE BREWING COMPANY, LLC",109 PATRIOT DRIVE,MIDDLETOWN,19709,09/18/2020,Routine,,,"109 PATRIOT DRIVE
MIDDLETOWN, DE 19709
(39.437506, -75.747974)"
FIRST STATE CORN & MORE,19563 COASTAL HWY,REHOBOTH BEACH,19971,04/15/2021,Routine,,,"19563 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.719649, -75.11666)"
FIRST STATE EXXON,400 PULASKI HWY,NEW CASTLE,19720,08/25/2021,Routine,,,"400 PULASKI HWY
NEW CASTLE, DE 19720
(39.652182, -75.619467)"
"FIRST STOP, INC.",104 WEST STREET SUITE C,LAUREL,19956,07/23/2021,Routine,,,"104 WEST STREET SUITE C
LAUREL, DE 19956
(38.555571, -75.575392)"
FIRST UNITARIAN CHURCH OF WILMINGTON,730 HALSTEAD ROAD,WILMINGTON,19803,01/05/2022,Routine,,,"730 HALSTEAD ROAD
WILMINGTON, DE 19803
(39.80162, -75.550113)"
FISHERS POPCORN,108 GARFIELD PKWY,BETHANY BEACH,19930,03/26/2021,Routine,,,"108 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.538306, -75.056043)"
FIVE BURGERS & FRIES,111 GARFIELD PARKWAY,BETHANY BEACH,19930,03/15/2021,Routine,2-101.11,Assignment of Responsibility,"111 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.538459, -75.056182)"
FIVE BURGERS & FRIES,111 GARFIELD PARKWAY,BETHANY BEACH,19930,03/23/2021,Follow-up,,,"111 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.538459, -75.056182)"
FIVE GUYS,132 CHRISTIANA MALL  SPACE# 1486,NEWARK,19702,09/22/2020,Routine,,,"132 CHRISTIANA MALL  SPACE# 1486
NEWARK, DE 19702
(39.675218, -75.652059)"
FIVE GUYS BURGERS & FRIES,47 A REHOBOTH AVE,REHOBOTH BEACH,19971,03/29/2021,Routine,,,"47 A REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716629, -75.077809)"
FIVE GUYS BURGERS AND FRIES,137 E MAIN ST,NEWARK,19711,10/18/2021,Routine,,,"137 E MAIN ST
NEWARK, DE 19711
(39.683464, -75.747675)"
FIVE GUYS FAMOUS BURGERS & FIRES,3432-B KIRKWOOD HWY,WILMINGTON,19808,09/28/2021,Routine,,,"3432-B KIRKWOOD HWY
WILMINGTON, DE 19808
(39.73552, -75.632251)"
FIVE POINTS DELI,511 NORTH CENTRAL AVE,LAUREL,19956,03/10/2020,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","511 NORTH CENTRAL AVE
LAUREL, DE 19956
(38.565764, -75.571803)"
FIVE POINTS DELI,511 NORTH CENTRAL AVE,LAUREL,19956,03/10/2020,Routine,6-301.11,"Handwashing Cleanser, Availability","511 NORTH CENTRAL AVE
LAUREL, DE 19956
(38.565764, -75.571803)"
FLAME GRILL,1 CHESMAR PLAZA,NEWARK,19713,12/23/2020,Routine,,,"1 CHESMAR PLAZA
NEWARK, DE 19713
(39.662126, -75.726577)"
FOOD LION,"30214 SUSSEX HWY, UNIT 5,",LAUREL,19956,03/09/2021,Routine,,,"30214 SUSSEX HWY, UNIT 5,
LAUREL, DE 19956
(38.574569, -75.565462)"
FOOD LION,3609 PHILADELPHIA PIKE,CLAYMONT,19703,03/03/2020,Routine,,,"3609 PHILADELPHIA PIKE
CLAYMONT, DE 19703
(39.80387, -75.45554)"
FOOD LION,ROUTES 16 & 5,MILTON,19968,08/25/2020,Routine,,,
FOOD LION #1206,11 MASON DIXON SHOPPING CTR,SELBYVILLE,19975,01/14/2020,Routine,,,
FOOD LION #1369,501 W MAIN ST,MIDDLETOWN,19709,08/11/2020,Routine,,,"501 W MAIN ST
MIDDLETOWN, DE 19709
(39.449337, -75.724669)"
FOOD LION #2123,37468 LIONS DR,SELBYVILLE,19975,06/11/2020,Routine,,,"37468 LIONS DR
SELBYVILLE, DE 19975
(38.473803, -75.106268)"
FOOD LION #2160,1607 PULASKI HWY,BEAR,19701,06/18/2020,Routine,,,"1607 PULASKI HWY
BEAR, DE 19701
(39.619861, -75.691872)"
FOOD LION #2182,4401 GOVERNOR PRINTZ BLVD,WILMINGTON,19802,03/11/2020,Routine,,,"4401 GOVERNOR PRINTZ BLVD
WILMINGTON, DE 19802
(39.752962, -75.50751)"
FOOD LION #2185,907 SOUTH CHAPEL ST,NEWARK,19713,06/04/2020,Routine,,,"907 SOUTH CHAPEL ST
NEWARK, DE 19713
(39.659444, -75.735436)"
FOOD LION #879,RD 1 BOX 4085 A,DELMAR,19940,01/09/2020,Complaint,,,
FOOD LION #879,RD 1 BOX 4085 A,DELMAR,19940,08/24/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,
FOOD LION STORE #2521,ROUTES 404 & 13,BRIDGEVILLE,19933,11/29/2021,Routine,,,
FOOD LION STORE #875,28544 DUPONT HWY SUITE 8,MILLSBORO,19966,02/14/2020,Routine,,,"28544 DUPONT HWY SUITE 8
MILLSBORO, DE 19966
(38.582346, -75.292641)"
FOOD LION STORE #875,28544 DUPONT HWY SUITE 8,MILLSBORO,19966,06/24/2020,Routine,,,"28544 DUPONT HWY SUITE 8
MILLSBORO, DE 19966
(38.582346, -75.292641)"
FOOD WORKS MANAGEMENT,1900 N TATNALL ST,WILMINGTON,19802,04/09/2020,Routine,,,"1900 N TATNALL ST
WILMINGTON, DE 19802
(39.752427, -75.543176)"
FORK & FLASK BY NAGE,19730 COASTAL HWY,REHOBOTH BEACH,19971,06/02/2021,Routine,,,"19730 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.716966, -75.111695)"
FOUR BROTHERS PIZZA AND GRILL,36125 ZION CHURCH RD,FRANKFORD,19945,08/04/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","36125 ZION CHURCH RD
FRANKFORD, DE 19945
(38.48113, -75.149471)"
FOUR BROTHERS PIZZA AND GRILL,36125 ZION CHURCH RD,FRANKFORD,19945,08/04/2021,Routine,6-301.12,Hand Drying Provision,"36125 ZION CHURCH RD
FRANKFORD, DE 19945
(38.48113, -75.149471)"
FOUR BROTHERS PIZZA AND GRILL,36125 ZION CHURCH RD,FRANKFORD,19945,08/04/2021,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","36125 ZION CHURCH RD
FRANKFORD, DE 19945
(38.48113, -75.149471)"
FOUR BROTHERS PIZZA AND GRILL,36125 ZION CHURCH RD,FRANKFORD,19945,08/04/2021,Routine,7-207.11,Restriction and Storage-Medicines,"36125 ZION CHURCH RD
FRANKFORD, DE 19945
(38.48113, -75.149471)"
FOUR BROTHERS PIZZA AND GRILL,36125 ZION CHURCH RD,FRANKFORD,19945,08/31/2021,Follow-up,,,"36125 ZION CHURCH RD
FRANKFORD, DE 19945
(38.48113, -75.149471)"
"FOX HOLE, THE",102 FEDERAL ST,MILTON,19968,01/14/2020,Routine,,,"102 FEDERAL ST
MILTON, DE 19968
(38.777382, -75.310308)"
FOX'S PIZZA DEN,200 ATLANTIC AVE UT C,MILLVILLE,19967,02/24/2020,Routine,,,"200 ATLANTIC AVE UT C
MILLVILLE, DE 19967
(38.545758, -75.10065)"
FRANKFORD FAMILY DINER,34067 DUPONT BLVD,FRANKFORD,19945,07/06/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","34067 DUPONT BLVD
FRANKFORD, DE 19945
(38.520315, -75.241845)"
FRANKFORD FAMILY DINER,34067 DUPONT BLVD,FRANKFORD,19945,07/06/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","34067 DUPONT BLVD
FRANKFORD, DE 19945
(38.520315, -75.241845)"
FRANKFORD FAMILY DINER,34067 DUPONT BLVD,FRANKFORD,19945,07/06/2021,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","34067 DUPONT BLVD
FRANKFORD, DE 19945
(38.520315, -75.241845)"
FRANKFORD FAMILY DINER,34067 DUPONT BLVD,FRANKFORD,19945,07/20/2021,Follow-up,,,"34067 DUPONT BLVD
FRANKFORD, DE 19945
(38.520315, -75.241845)"
FRANKFORD VFC,7 MAIN ST,FRANKFORD,19945,07/14/2021,Routine,,,"7 MAIN ST
FRANKFORD, DE 19945
(38.517408, -75.234792)"
FREDDIE'S BEACH BAR & RESTAURANT,3 SOUTH FIRST ST,REHOBOTH BEACH,19971,10/22/2021,Routine,,,"3 SOUTH FIRST ST
REHOBOTH BEACH, DE 19971
(38.716092, -75.078851)"
"FREDDY'S WINGS, WRAPS NAD MORE",3734 KIRKWOOD HWY,WILMINGTON,19808,08/02/2021,Routine,,,"3734 KIRKWOOD HWY
WILMINGTON, DE 19808
(39.732522, -75.641101)"
FRESH TO GO,1 SALEM VILLAGE SHOPPING CENTER,NEWARK,19713,09/10/2020,Routine,,,"1 SALEM VILLAGE SHOPPING CENTER
NEWARK, DE 19713
(39.668414, -75.696004)"
FRIENDLY'S RESTAURANT,19022 COASTAL HWY,REHOBOTH BEACH,19971,02/26/2020,Routine,,,"19022 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.729105, -75.130703)"
FRIENDSHIP HOUSE SUNDAY BREAKFAST,719 N SHIPLY ST,WILMINGTON,19801,01/27/2021,Routine,,,"719 N SHIPLY ST
WILMINGTON, DE 19801
(39.743448, -75.549918)"
FT DONUTS,145 EAST MAIN ST,NEWARK,19711,03/06/2020,Follow-up,,,"145 EAST MAIN ST
NEWARK, DE 19711
(39.683513, -75.747057)"
FUJISAN SUSHI,110 BROADKILL RD,MILTON,19968,04/20/2021,Routine,,,"110 BROADKILL RD
MILTON, DE 19968
(38.788093, -75.314201)"
GAME ZONE,460 NORTH CENTRAL AVE,LAUREL,19956,03/13/2020,Routine,,,"460 NORTH CENTRAL AVE
LAUREL, DE 19956
(38.561868, -75.571046)"
GAME ZONE,460 NORTH CENTRAL AVE,LAUREL,19956,10/21/2021,Routine,,,"460 NORTH CENTRAL AVE
LAUREL, DE 19956
(38.561868, -75.571046)"
GAS N GO,208 S MARYLAND AVE,WILMINGTON,19804,12/18/2020,Routine,,,"208 S MARYLAND AVE
WILMINGTON, DE 19804
(39.727195, -75.587864)"
GATEWAY FELLOWSHIP,8110 CANNON RD,BRIDGEVILLE,19933,02/05/2020,Routine,,,"8110 CANNON RD
BRIDGEVILLE, DE 19933
(38.697422, -75.610213)"
GENERAL STORE INC,"20750 JOHN J WILLIAMS HWY, UNIT 8",LEWES,19958,02/04/2020,Routine,,,"20750 JOHN J WILLIAMS HWY, UNIT 8
LEWES, DE 19958
(38.699545, -75.169963)"
GEORGETOWN ELEMENTARY SCHOOL,301-A WEST MARKET ST,GEORGETOWN,19947,03/09/2020,Routine,,,"301-A WEST MARKET ST
GEORGETOWN, DE 19947
(38.685601, -75.391404)"
GEORGETOWN ELEMENTARY SCHOOL,301-A WEST MARKET ST,GEORGETOWN,19947,10/13/2021,Routine,,,"301-A WEST MARKET ST
GEORGETOWN, DE 19947
(38.685601, -75.391404)"
GEORGETOWN FAMILY RESTAURANT,115 EAST MARKET ST,GEORGETOWN,19947,01/14/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","115 EAST MARKET ST
GEORGETOWN, DE 19947
(38.691294, -75.384326)"
GEORGETOWN FAMILY RESTAURANT,115 EAST MARKET ST,GEORGETOWN,19947,06/21/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","115 EAST MARKET ST
GEORGETOWN, DE 19947
(38.691294, -75.384326)"
GEORGETOWN FAMILY RESTAURANT,115 EAST MARKET ST,GEORGETOWN,19947,12/28/2021,Follow-up,,,"115 EAST MARKET ST
GEORGETOWN, DE 19947
(38.691294, -75.384326)"
GEORGETOWN LITTLE LEAGUE,PO BOX 105   MARKET ST,GEORGETOWN,19947,04/16/2021,Routine,,,
GEORGETOWN MIDDLE SCHOOL,301 WEST MARKET ST,GEORGETOWN,19947,03/09/2020,Routine,,,"301 WEST MARKET ST
GEORGETOWN, DE 19947
(38.685601, -75.391404)"
GEORGETOWN MIDDLE SCHOOL,301 WEST MARKET ST,GEORGETOWN,19947,10/13/2021,Routine,,,"301 WEST MARKET ST
GEORGETOWN, DE 19947
(38.685601, -75.391404)"
GEORGETOWN PIZZA PALACE,3 GEORGETOWN PLAZA,GEORGETOWN,19947,01/28/2020,Complaint,,,"3 GEORGETOWN PLAZA
GEORGETOWN, DE 19947
(38.679139, -75.395124)"
GEORGETOWN PIZZA PALACE,3 GEORGETOWN PLAZA,GEORGETOWN,19947,08/16/2021,Routine,7-102.11,Common Name-Working Containers,"3 GEORGETOWN PLAZA
GEORGETOWN, DE 19947
(38.679139, -75.395124)"
GEORGETOWN SHELL,22079 DUPONY BLVD,GEORGETOWN,19947,02/06/2020,Routine,,,"22079 DUPONY BLVD
GEORGETOWN, DE 19947
(38.68449, -75.39655)"
GEORGETOWN SHELL,22079 DUPONY BLVD,GEORGETOWN,19947,08/27/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","22079 DUPONY BLVD
GEORGETOWN, DE 19947
(38.68449, -75.39655)"
GEORGETOWN VFC,100 SOUTH BEDFORD ST,GEORGETOWN,19947,02/11/2020,Routine,,,"100 SOUTH BEDFORD ST
GEORGETOWN, DE 19947
(38.68893, -75.384427)"
GIANT,4301 CONCORD PIKE,WILMINGTON,19803,09/30/2020,Routine,,,
GIANT FOODS #385,300 EDEN SQ CENTER,BEAR,19701,06/22/2020,Routine,,,"300 EDEN SQ CENTER
BEAR, DE 19701
(39.634018, -75.655591)"
GO VEGAN PHILLY,607 N LINCOLN ST,WILMINGTON,19805,07/28/2020,Routine,,,"607 N LINCOLN ST
WILMINGTON, DE 19805
(39.750529, -75.570633)"
GOLDEN EAGLE DINER,23412 SUSSEX HWY,SEAFORD,19973,02/05/2020,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","23412 SUSSEX HWY
SEAFORD, DE 19973
(38.656898, -75.594542)"
GOLDEN EAGLE DINER,23412 SUSSEX HWY,SEAFORD,19973,02/05/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","23412 SUSSEX HWY
SEAFORD, DE 19973
(38.656898, -75.594542)"
GOLDEN EAGLE DINER,23412 SUSSEX HWY,SEAFORD,19973,05/10/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","23412 SUSSEX HWY
SEAFORD, DE 19973
(38.656898, -75.594542)"
GOOBER'S DINER,1211 N LINCOLN ST,WILMINGTON,19806,11/06/2020,Routine,,,"1211 N LINCOLN ST
WILMINGTON, DE 19806
(39.756207, -75.566775)"
GOOD EARTH MARKET,31806 GOOD EARTH LANE,OCEAN VIEW,19970,01/26/2021,Routine,,,"31806 GOOD EARTH LANE
OCEAN VIEW, DE 19970
(38.551829, -75.137477)"
"GOOD UNCLE SERVICES, LLC",212 MURRARY RD,NEWARK,19711,02/21/2020,Routine,,,"212 MURRARY RD
NEWARK, DE 19711
(39.675597, -75.763334)"
"GOOD UNCLE SERVICES, LLC",212 MURRARY RD,NEWARK,19711,04/01/2021,Routine,,,"212 MURRARY RD
NEWARK, DE 19711
(39.675597, -75.763334)"
GRACE UMC,PO BOX 209   E MKT ST,GEORGETOWN,19947,12/06/2021,Routine,,,
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,3-603.11,"Consumption of Animal Foods that are Raw, Undercooked, or Not Otherwise Processed to Eliminate Pathogens","43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/08/2021,Routine,6-501.111,Controlling Pests,"43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS,43 HENLOPEN DRIVE,LEWES,19958,06/17/2021,Routine,,,"43 HENLOPEN DRIVE
LEWES, DE 19958
(38.760455, -75.14901)"
GRAIN ON THE ROCKS FOOD TRUCK,43 CAPE HENLOPEN DRIVE,LEWES,19958,06/04/2020,Routine,,,"43 CAPE HENLOPEN DRIVE
LEWES, DE 19958
(38.780205, -75.118528)"
GRAIN ON THE ROCKS FOOD TRUCK,43 CAPE HENLOPEN DRIVE,LEWES,19958,06/17/2021,Routine,,,"43 CAPE HENLOPEN DRIVE
LEWES, DE 19958
(38.780205, -75.118528)"
GRAND SLAM SPORTS BAR/REST,1200 HIGHWAY ONE,LEWES,19958,02/04/2020,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness",
GRANDPA MAC,18756 COASTAL HWY UNIT 6,REHOBOTH BEACH,19971,01/15/2021,Routine,,,"18756 COASTAL HWY UNIT 6
REHOBOTH BEACH, DE 19971
(38.733801, -75.137034)"
GRANDPA MAC MOB,18756 COASTAL HWY,REHOBOTH BEACH,19971,03/20/2020,Routine,,,"18756 COASTAL HWY
REHOBOTH BEACH, DE 19971
(38.733801, -75.137034)"
GREAT WALL CHINESE RESTAURANT,1017 WEST STEIN HWY,SEAFORD,19973,01/31/2020,Routine,,,"1017 WEST STEIN HWY
SEAFORD, DE 19973
(38.645041, -75.63181)"
GREEN BOX KITCHEN,111 W 10TH ST,WILMINGTON,19801,02/08/2021,Routine,,,"111 W 10TH ST
WILMINGTON, DE 19801
(39.745993, -75.548859)"
GREEN MAN,12 WILMINGTON AVE,REHOBOTH BEACH,19971,07/19/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","12 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.715614, -75.077282)"
GREEN MAN,12 WILMINGTON AVE,REHOBOTH BEACH,19971,07/19/2021,Routine,3-303.11,"Ice Used as Exterior Coolant, Prohibited as Ingredient","12 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.715614, -75.077282)"
GREENWOOD MENNONITE SCHOOL,12802 MENNONITE SCHOOL RD,GREENWOOD,19950,10/07/2021,Routine,,,"12802 MENNONITE SCHOOL RD
GREENWOOD, DE 19950
(38.811079, -75.563764)"
GREENWOOD VFC/BARBECUE,12611 SUSSEX HWY,GREENWOOD,19950,05/07/2021,Routine,,,"12611 SUSSEX HWY
GREENWOOD, DE 19950
(38.80546, -75.585437)"
GROTTO MOBILE PIZZA KITCHEN,1200 ROUTE ONE,LEWES,19958,07/22/2021,Routine,,,"1200 ROUTE ONE
LEWES, DE 19958
(38.461573, -75.05204)"
GROTTO PIZZA,34444 COASTAL HWY,BETHANY BEACH,19930,05/28/2021,Routine,,,"34444 COASTAL HWY
BETHANY BEACH, DE 19930
(38.509976, -75.05478)"
GROTTO PIZZA,791 GARFIELD PARKWAY,BETHANY BEACH,19930,05/28/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"791 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540637, -75.072228)"
GROTTO PIZZA,791 GARFIELD PARKWAY,BETHANY BEACH,19930,07/09/2021,Follow-up,,,"791 GARFIELD PARKWAY
BETHANY BEACH, DE 19930
(38.540637, -75.072228)"
GROTTO PIZZA - MILLSBORO,3021 COMMERCE DRIVE,MILLSBORO,19966,04/01/2021,Routine,,,
GROTTO PIZZA ON THE AVENUE,36 REHOBOTH AVE,REHOBOTH BEACH,19971,03/05/2020,Routine,,,"36 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.716408, -75.077351)"
GROTTO PIZZA--SEAFORD,22925 SUSSEX HWY,SEAFORD,19973,01/09/2020,Routine,,,"22925 SUSSEX HWY
SEAFORD, DE 19973
(38.660123, -75.593901)"
GUS'S CRAB SHACK,29 W MARKET STREET,PORT PENN,19731,03/10/2021,Routine,,,
GW CARVER EDUCATIONAL CTR,30207 FRANKFORD SCHOOL RD,FRANKFORD,19945,11/17/2021,Routine,,,"30207 FRANKFORD SCHOOL RD
FRANKFORD, DE 19945
(38.519459, -75.223364)"
GYRO EVERY DAY,2829 MARKED STREET,WILMINGTON,19802,12/16/2020,Routine,,,
GYRO EVERYDAY 2,34 ROBERT OAKS DR,NEWARK,19713,09/24/2021,Routine,,,"34 ROBERT OAKS DR
NEWARK, DE 19713
(39.674021, -75.693329)"
GYRO KING,4154 OGLETOWN STANTON RD,NEWARK,19713,06/16/2020,Routine,,,"4154 OGLETOWN STANTON RD
NEWARK, DE 19713
(39.685236, -75.682902)"
H. O. BRITTINGHAM ELEMENTARY SCHOOL,400 MULBERRY ST,MILTON,19968,10/19/2021,Routine,,,"400 MULBERRY ST
MILTON, DE 19968
(38.781549, -75.315392)"
H5H EVENTS,2060 LIMESTONE RD,WILMINGTON,19808,10/01/2020,Routine,,,"2060 LIMESTONE RD
WILMINGTON, DE 19808
(39.722063, -75.656525)"
HACHI ASIAN FUSION,1724 W NEWPORT PIKE,WILMINGTON,19804,02/16/2021,Routine,,,"1724 W NEWPORT PIKE
WILMINGTON, DE 19804
(39.715709, -75.630085)"
HALAL MAGICAL FOOD,4001 LANCASTER PIKE,WILMINGTON,19805,03/11/2020,Routine,,,"4001 LANCASTER PIKE
WILMINGTON, DE 19805
(39.755796, -75.596813)"
HALF FULL,125 SECOND ST,LEWES,19958,03/13/2020,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"125 SECOND ST
LEWES, DE 19958
(38.775304, -75.139574)"
